RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B9-045765,1558656000000,9999,"NW FAIRWAY,W HARVEST to W GREENFIELD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3791
B9-047478,1559001600000,2135,"CORNHUSKER,N 27 to STATE FAIR PARK",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,YES,NO,3792
B9-045770,1558656000000,940,"OLD CHENEY,S 48 to S 49",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3793
B9-047479,1559001600000,2140,"BALDWIN,N 39 to N 40",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3794
B9-045776,1558656000000,950,W VAN DORN at HOMESTEAD EXP,NON-INJ,OVERHEAD,1,0,NO,NO,NO,NO,NO,YES,NO,3795
B9-047546,1559088000000,642,N 53 at GREENWOOD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3796
B9-045782,1558656000000,1015,"S 16,G to H",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3797
B9-045789,1558656000000,1040,"NEBR HWY,S 40 to S 48",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,3798
B9-047549,1559088000000,646,N 17 at P,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3799
B9-045812,1558656000000,1158,"S 80,OLD CHENEY to REDOAK RD",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,3800
B9-047602,1558828800000,9999,"SUNRISE,EASTRIDGE to MARGO",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3801
B9-045817,1558656000000,1228,"N 27,CLEVELAND to CORNHUSKER",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,3802
B9-047632,1559088000000,1240,"S 48,HIGH to SHERMAN",INJURY,SIDE SWIPE,2,3,NO,NO,NO,NO,NO,YES,NO,3803
B9-045818,1558656000000,1231,"RED SKY LN,S 91 to S 92",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3804
B9-045836,1558656000000,1309,"S,N 25 to N 26",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3805
B9-047633,1559088000000,1240,HWY 34 at FALLBROOK BLVD,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,YES,NO,3806
B9-045859,1558656000000,1428,"N 66,JUDSON to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3807
B9-045862,1558656000000,1430,46 at O,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3808
B9-045867,1558569600000,9999,"WALKER,N 57 to N 58",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3809
B9-047646,1559088000000,1325,"A,EVERGREEN to TWIN RIDGE",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,3810
B9-045870,1558656000000,1452,"O,13 to 14",NON-INJ,OTHER,3,0,NO,NO,NO,NO,NO,YES,NO,3811
B9-047655,1559088000000,1345,"S 70,A to SUMNER",INJURY,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3812
B9-045889,1558656000000,1530,"N 27,CENTER to THERESA/OVERPASS",INJURY,REAR END,2,2,NO,NO,YES,NO,NO,NO,NO,3813
B9-047694,1558915200000,1650,"NEBR HWY,S 40 to S 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3814
B9-045897,1558656000000,1554,"O,56 to PIAZZA",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3815
B9-047698,1559088000000,1545,"W O,S CODDINGTON to W 20",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3816
B9-045906,1558656000000,1610,N 14 at CORNHUSKER,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3817
B9-047701,1559088000000,1558,S 70 at OLD CHENEY,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,3818
B9-045907,1558656000000,1620,S 78 at YANKEE HILL,INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,3819
B9-047724,1559088000000,1652,S 70 at SOUTH,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3820
B9-047725,1559088000000,1645,"OLD CHENEY,S 25 to S 27",NON-INJ,DRIVEWAY,4,0,NO,NO,NO,NO,NO,YES,NO,3821
B9-048295,1559260800000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3822
B9-047728,1559088000000,1703,S 70 at TETON,INJURY,TURNING,3,1,NO,NO,NO,NO,NO,NO,NO,3823
B9-048308,1559260800000,1107,"O,10 to 11",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3824
B9-047736,1559088000000,1712,"NORMAL,S 56 to S 58",NON-INJ,DRIVEWAY,1,0,NO,NO,NO,NO,NO,NO,NO,3825
B9-048321,1559260800000,1142,"FAULKNER DR,S 40 to VILLAGE DR",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,3826
B9-047744,1559088000000,2300,"N 56,ADAMS to GREENWOOD",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3827
B9-048335,1559260800000,1210,N 27 at KNOX,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3828
B9-047758,1559088000000,9999,"ORCHARD,MEADOW DALE to N 70",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3829
B9-047777,1559088000000,1924,S 40 at NEBR HWY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3830
B9-047778,1559088000000,1924,"S 48,A to S COTNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3831
B9-047822,1559088000000,2150,875 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3832
B9-047912,1559174400000,750,"W A,S CODDINGTON to SW 17",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3833
B9-047939,1559174400000,950,"M,S 11 to S 12",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,YES,3834
B9-047956,1559174400000,1058,S 70 at S WEDGEWOOD,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,3835
B9-047984,1559174400000,1234,"A,S 13 to S 14",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3836
B9-047986,1559174400000,1240,"O,84 to RUSSWOOD PKWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3837
B9-047991,1559174400000,9999,"CANDLETREE,BUCKINGHAM to REGENCY",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3838
B9-047999,1559174400000,9999,4933 S 70 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3839
B9-048006,1559174400000,1332,"CORNHUSKER,N 27 to STATE FAIR PARK",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3840
B9-048013,1559174400000,1350,"Y,N 23 to STEWART",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3841
B9-048023,1559174400000,1435,"M,CENTENNIAL MALL to S 14",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,3842
B9-048049,1559174400000,1554,"S 56,BANCROFT to CALVERT",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3843
B9-048051,1559174400000,1602,S 18 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3844
B9-048054,1559174400000,1609,", to",INJURY,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3845
B9-048059,1559174400000,1620,4141 S 48 at CASEY'S GAS,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3846
B9-048072,1559174400000,1650,SW 9 at W GARFIELD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3847
B9-048084,1559174400000,1710,"S 70,BERNESE to LASALLE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3848
B9-048087,1559174400000,1710,"NEBR HWY,S 27 to SOUTHWOOD DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3849
B9-048088,1559174400000,1716,"S 56,CUMBERLAND to LONDON",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3850
B9-048093,1559174400000,1727,"R,N 46 to N 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3851
B9-050839,1559865600000,1145,3901 N 27 at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,3852
B9-045913,1558656000000,1630,7601 PIONEERS at ADVANCED MEDICAL,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3853
B9-046631,1558828800000,9999,1724 D at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3854
B9-050840,1559865600000,1150,"S 56,LOWELL to PIONEERS",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3855
B9-050852,1559865600000,1230,"O,SKYWAY to WEDGEWOOD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3856
B9-050854,1559865600000,1238,N 14 at SUPERIOR,NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3857
B9-050855,1559865600000,1240,S 17 at WASHINGTON,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3858
B9-050880,1559865600000,1341,"OLD CHENEY,S 56 to S 58",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3859
B9-050882,1559865600000,1351,"OLD CHENEY,WARLICK to S 14",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3860
B9-050895,1559865600000,1407,S 13 at K,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3861
B9-050920,1559865600000,1525,"O,17 to 18",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3862
B9-050934,1559865600000,1540,"CORNHUSKER,N 33 to N 35",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3863
B9-050941,1559865600000,1610,"W FLETCHER,NW 12 to NW 13",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3864
B9-050944,1559865600000,1620,31 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3865
B9-050945,1559865600000,1631,"ADAMS,N 41 to N 42",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,YES,NO,3866
B9-050946,1559865600000,1630,"HWY 77,CORNHUSKER to RUSSELL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3867
B9-050950,1559865600000,1642,"S 40,BRIARPARK to OLD CHENEY",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,YES,NO,3868
B9-050951,1559865600000,1640,"N 70,COLBY to LEXINGTON",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3869
B9-050962,1559865600000,1713,"N 48,GLADSTONE to HARTLEY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3870
B9-050963,1559865600000,1714,"LYNN,N 23 to N 25",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3871
B9-050974,1559865600000,1744,N 32 at POTTER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3872
B9-050977,1559865600000,1747,"S 70,FOREST LAKE to GLYNOAKS",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3873
B9-050983,1559865600000,1800,N 61 at ADAMS,NON-INJ H&R,OTHER,1,0,YES,NO,NO,NO,NO,YES,NO,3874
B9-051041,1559865600000,1200,"A,S 10 to S 9",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3875
B9-051063,1559865600000,2215,"N 84,COLLEGE PARK RD to O",INJURY H&R,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,3876
B9-051081,1559865600000,2343,S 33 at SHERIDAN,INJURY,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3877
B9-051100,1559952000000,26,O at RUSSWOOD PKWY,INJURY,TURNING,2,1,NO,NO,YES,NO,NO,YES,NO,3878
B9-051153,1559952000000,752,N 27 at CLEVELAND,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3879
B9-051200,1559952000000,1100,N ANTELOPE VALL at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3880
B9-051207,1559952000000,1117,N 9 at R,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3881
B9-051209,1559952000000,1119,2662 CORNHUSKER at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3882
B9-051216,1559952000000,1150,17 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3883
B9-051235,1559952000000,1250,2310 N 1 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3884
B9-051251,1559952000000,1330,S 16 at K,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3885
B9-051261,1559952000000,1502,L at S COTNER,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,3886
B9-051281,1559952000000,1650,", to",NON-INJ,RIGHT ANGLE,1,0,NO,YES,NO,NO,NO,NO,NO,3887
B9-051298,1559952000000,1745,8801 S 33 at PARKING LOT,INJURY,,1,1,NO,NO,NO,NO,NO,YES,NO,3888
B9-051301,1559952000000,1836,CAPITOL PKWY at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3889
B9-051316,1559952000000,9999,S 16 at CHEYENNE,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3890
B9-045919,1558656000000,1705,S ANTELOPE VALL at N,NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3891
B9-046633,1558828800000,1530,"N ANTELOPE VALL,MILITARY to VIRGINIA",NON-INJ,REAR END,4,0,NO,NO,NO,NO,NO,NO,NO,3892
B9-048367,1559260800000,1341,"O,46 to 48",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3893
B9-048372,1559260800000,1400,S 17 at WASHINGTON,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3894
B9-048373,1559260800000,1350,"O,29 to 30",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,3895
B9-048375,1559260800000,1425,S 70 at SOUTH,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3896
B9-048383,1559260800000,1511,"S COTNER,J to L",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3897
B9-048418,1559260800000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3898
B9-048424,1559260800000,9999,", to",NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,3899
B9-048433,1559260800000,1717,"N 48,R to VINE",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,3900
B9-048444,1559260800000,1751,"S 48,ANTELOPE CREEK to NORMAL",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,3901
B9-048445,1559260800000,1752,S 33 at NEBR HWY,INJURY,TURNING,3,3,NO,NO,NO,NO,NO,NO,NO,3902
B9-048450,1559260800000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3903
B9-048458,1559260800000,1825,W 22 at W O,INJURY,RIGHT ANGLE,2,1,NO,YES,NO,NO,NO,NO,NO,3904
B9-048461,1559260800000,1823,"O,42 to 44",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3905
B9-048471,1559260800000,1840,"NEBR HWY,S 33 to S 40",INJURY,REAR END,3,4,NO,NO,NO,NO,NO,NO,NO,3906
B9-048494,1559260800000,2048,N 1 at DAWES,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3907
B9-048497,1559260800000,9999,3400 N 85 ST at WALMART,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3908
B9-048558,1559260800000,2245,"W BELMONT,N 1 to NW 4",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3909
B9-048570,1559260800000,2350,"N 27,CLEVELAND to CORNHUSKER",INJURY,REAR END,2,6,NO,NO,NO,NO,NO,NO,NO,3910
B9-048589,1559347200000,130,2300 SOUTH at -,INJURY,,1,1,NO,NO,NO,NO,NO,NO,NO,3911
B9-048609,1559347200000,215,"JOYCE,EASTBOROUGH to N 68",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3912
B9-048613,1559347200000,230,S 56 at NEBR HWY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3913
B9-048662,1559347200000,750,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3914
B9-048668,1559347200000,917,HAVELOCK at CORNHUSKER,INJURY,TURNING,3,1,NO,NO,YES,NO,NO,NO,NO,3915
B9-048694,1559347200000,1030,"S 40,HIGH to SHERIDAN",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3916
B9-048701,1559347200000,1104,"N 70,KNOX to ADAMS",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,3917
B9-048711,1559347200000,1120,N 48 at W,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3918
B9-048714,1559347200000,9999,"COLBY,N 67 to N 68",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3919
B9-048729,1559347200000,1220,9 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3920
B9-048732,1559347200000,1224,S 40 at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3921
B9-048754,1559347200000,1320,"SUN VALLEY,VICTORY LN to W P",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3922
B9-048769,1559347200000,1454,6418 FREMONT at -,INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,3923
B9-048784,1559347200000,1925,110 NW 20 at CASEY'S,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3924
B9-048815,1559347200000,1530,"S 70,TRAVIS to BRIDLE LN",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,3925
B9-048884,1559347200000,2131,"S 84,EIGER DR to NEBR HWY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3926
B9-048931,1559433600000,2315,"R,N 48 to N 50",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,3927
B9-049010,1559433600000,445,5125 HUNTINGTON at PARKING LOT,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,3928
B9-049017,1559433600000,545,"WILDCAT,WHITEHEAD to WILDCAT",NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,3929
B9-049035,1559433600000,855,"LAKESIDE DR,SURFSIDE to W LAKESHORE",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,3930
B9-049059,1559347200000,930,"CAPITOL PKWY W,S 9 to S FOLSOM",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3931
B9-049066,1559433600000,200,PINNACLE ARENA at N,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3932
B9-049069,1559433600000,1348,S 16 at B,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3933
B9-049084,1559433600000,1440,2310 N 1 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3934
B9-046643,1558828800000,1500,2511 N 87 at -,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,3935
B9-045939,1558656000000,1812,7600 FREMONT at PARK ENTRANCE,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,3936
B9-045969,1558656000000,1730,"O,29 to 30",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3937
B9-045977,1558656000000,1946,S 11 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3938
B9-045987,1558656000000,1430,4720 RANDOLPH at TABITHA,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3939
B9-045996,1558656000000,2030,"O,50 to 52",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3940
B9-046004,1558656000000,1800,N 70 at VINE,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3941
B9-046040,1558656000000,2231,"O,70 to WEDGEWOOD",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3942
B9-046069,1558656000000,9999,UNKNOWN at SALON CENTRIC,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3943
B9-046119,1558742400000,208,"O,26 to 27",NON-INJ H&R,REAR END,2,0,NO,NO,YES,NO,NO,YES,NO,3944
B9-046140,1558742400000,325,"N 27,CLEVELAND to THERESA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3945
B9-046186,1558656000000,9999,"O,68 to 70",INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,3946
B9-046221,1558742400000,9999,"FRANKLIN,S 27 to S 28",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3947
B9-046238,1558742400000,1246,"S 14,THUNDERBIRD to DENSMORE",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3948
B9-046240,1558742400000,9999,"C,S 33 to S 35",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3949
B9-046256,1558742400000,1349,S 33 at J,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,NO,NO,3950
B9-046261,1558742400000,1403,"N 1,IRVING to SUPERIOR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3951
B9-046266,1558742400000,1355,"S 64 CR,DEAD END to EUREKA DR",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3952
B9-046279,1558742400000,1445,"S 29,KATELYN to WHITLOCK RD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3953
B9-046296,1558742400000,9999,8320 NORTHWOOD at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,3954
B9-046297,1558915200000,9999,1601 N 84 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3955
B9-046343,1558742400000,9999,"VALLEY STREAM DR,S 30 to S 31",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3956
B9-046362,1558742400000,1920,"HUNTINGTON,N 35 to N 37",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,3957
B9-046393,1558742400000,2102,N 66 at VINE,INJURY H&R,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3958
B9-046394,1558742400000,2058,"N 28,CLINTON to HOLDREGE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3959
B9-046425,1558742400000,2240,25 at O,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3960
B9-046428,1558742400000,2242,S 10 at K,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3961
B9-046488,1558828800000,220,W A at SW 30,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3962
B9-046644,1558828800000,9999,400 N 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3963
B9-046650,1558828800000,1200,"HOLDREGE,N 70 to N 71",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,3964
B9-046670,1558828800000,1748,N 84 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3965
B9-046685,1558828800000,1848,S 16 at C,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3966
B9-046720,1558828800000,9999,220 N 66 at EAST PARK PLAZA,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3967
B9-046733,1558828800000,2059,"A,S 25 to S 26",NON-INJ H&R,PARKED,3,0,NO,NO,NO,NO,NO,NO,NO,3968
B9-046736,1558828800000,9999,"A,S 25 to S 26",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3969
B9-046766,1558828800000,2210,"6157 NW 2,FOUNTAIN GLEN to PARKING LOT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3970
B9-046775,1558828800000,2243,"N 40,W to X",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3971
B9-046784,1558828800000,2305,"L,S 54 to S 55",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3972
B9-046786,1558828800000,2323,RANDOLPH at CAPITOL PKWY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3973
B9-046787,1558828800000,2307,"J,S 53 to S 54",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3974
B9-046856,1558915200000,720,"PORTER RIDGE,S 27 to S 28",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3975
B9-046861,1558915200000,805,"NEBR HWY,OLD CHENEY to S 56",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3976
B9-046869,1558915200000,900,NW 8 at W GODFREY,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,3977
B9-046873,1558915200000,905,"S 48,M to O",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3978
B9-046875,1558915200000,200,"ERVIN,BENTON to N 52",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3979
B9-046897,1558915200000,1110,"CLEVELAND,N 60 to N 61",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3980
B9-046906,1558915200000,1144,S 24 at VAN DORN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3981
B9-046920,1558915200000,1247,"CORNHUSKER,N 20 to N 23",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3982
B9-046931,1558915200000,1315,"O,17 to 18",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3983
B9-046965,1558915200000,1500,N 25 at R,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3984
B9-047007,1558915200000,1719,"S 66,O to TAYLOR PARK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3985
